,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school_num,sex_num,address_num,famsize_num,Pstatus_num,Mjob_num,Fjob_num,reason_num,guardian_num,schoolsup_num,famsup_num,paid_num,activities_num,nursery_num,higher_num,internet_num,romantic_num,class_num
483,MS,F,16,R,LE3,T,1,2,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,3,0,8,9,9,1,0,1,0,0,3,4,2,0,1,1,1,0,0,1,0,1,1
484,MS,F,16,U,GT3,T,3,3,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,no,yes,yes,4,5,4,1,1,4,0,14,13,13,1,0,0,1,0,4,4,1,0,1,1,1,0,0,1,0,0,1
485,MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,2,2,4,2,14,14,14,1,0,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,1
486,MS,M,17,U,GT3,T,3,3,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,10,11,10,1,1,0,1,0,2,3,2,0,1,0,0,0,0,0,1,1,1
487,MS,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,14,13,14,1,0,0,1,0,4,2,2,0,1,0,1,0,0,0,0,1,1
488,MS,F,16,U,GT3,T,2,2,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0,17,16,16,1,0,0,1,0,2,4,2,0,1,0,0,0,0,0,1,0,1
489,MS,M,17,U,GT3,T,1,2,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,6,7,7,1,1,0,1,0,4,4,2,1,1,0,1,0,0,1,0,0,1
490,MS,M,16,U,LE3,T,4,3,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,14,12,13,1,1,0,0,0,4,4,2,1,1,1,1,0,0,0,0,1,1
491,MS,M,17,R,LE3,T,2,2,services,services,other,mother,3,4,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,10,8,9,1,1,1,0,0,2,2,3,0,1,0,1,1,0,0,1,1,1
492,MS,F,16,U,GT3,T,1,1,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,14,14,14,1,0,0,1,0,4,4,2,2,0,0,1,0,0,0,0,1,1
493,MS,F,19,U,LE3,T,2,2,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0,12,13,13,1,0,0,0,0,4,4,0,0,1,1,1,1,0,0,0,0,1
494,MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,11,11,11,1,0,1,1,0,3,4,1,0,1,0,1,0,1,0,0,0,1
495,MS,F,20,U,GT3,T,3,3,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,11,9,10,1,0,0,1,0,3,2,3,0,1,1,1,0,0,0,0,0,1
496,MS,F,17,U,LE3,T,1,1,other,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0,11,11,10,1,0,0,0,0,4,2,2,1,1,0,1,1,0,0,1,0,1
497,MS,M,17,R,GT3,T,2,2,other,other,course,mother,3,1,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0,10,9,9,1,1,1,1,0,4,4,2,0,1,0,1,1,1,0,0,1,1
498,MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,16,17,18,1,0,1,0,0,3,4,2,1,1,0,1,1,0,0,1,1,1
499,MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,15,17,17,1,0,1,1,0,4,4,1,0,1,0,1,0,0,0,1,1,1
500,MS,F,17,U,GT3,A,1,0,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,11,9,10,1,0,0,1,1,4,4,3,0,1,1,1,1,0,0,0,0,1
501,MS,F,18,R,GT3,T,1,1,at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,7,7,7,1,0,1,1,0,3,4,3,0,1,0,1,1,0,0,0,0,1
502,MS,F,16,U,GT3,T,3,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,8,6,8,1,0,0,1,0,4,4,2,0,1,1,1,0,0,0,0,1,1
503,MS,F,16,U,GT3,T,3,2,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2,7,6,7,1,0,0,1,0,2,3,2,0,1,1,1,1,0,0,0,1,1
504,MS,F,18,U,LE3,T,1,1,other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,9,8,10,1,0,0,0,0,4,3,1,0,0,1,1,1,0,0,1,1,1
505,MS,F,16,R,GT3,T,4,4,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,14,16,16,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1
506,MS,F,16,R,LE3,T,1,2,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,14,14,15,1,0,1,0,0,4,4,1,0,1,1,1,0,0,0,0,1,1
507,MS,F,18,U,GT3,A,2,4,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8,8,5,8,1,0,0,1,1,4,2,1,1,1,0,1,1,0,0,0,1,1
508,MS,M,16,R,GT3,T,2,1,other,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0,8,7,0,1,1,1,1,0,4,2,1,0,1,1,1,0,0,0,0,1,1
509,MS,F,16,U,LE3,T,1,1,at_home,other,other,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,6,6,8,8,1,0,0,0,0,3,4,3,0,1,0,1,1,0,0,0,1,1
510,MS,F,16,R,GT3,T,2,3,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,8,10,10,1,0,1,1,0,3,2,3,0,1,0,1,0,0,0,0,1,1
511,MS,F,16,U,GT3,T,4,4,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4,8,8,8,1,0,0,1,0,1,1,2,0,1,0,1,1,0,0,0,0,1
512,MS,M,18,U,LE3,T,4,4,at_home,health,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,5,6,6,1,1,0,0,0,3,1,0,0,1,0,1,0,0,1,0,0,1
513,MS,F,16,R,LE3,T,3,4,at_home,other,other,mother,3,2,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,2,7,9,8,1,0,1,0,0,3,4,3,0,1,0,1,1,1,0,1,1,1
514,MS,M,17,U,LE3,T,4,4,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0,15,14,16,1,1,0,0,0,4,2,0,0,1,0,1,1,0,0,0,1,1
515,MS,F,17,R,GT3,T,4,1,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,1,13,14,14,1,0,1,1,0,4,4,3,0,1,1,1,1,0,0,0,0,1
516,MS,M,16,U,LE3,T,2,2,services,services,other,mother,4,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0,10,9,10,1,1,0,0,0,2,2,3,0,1,1,1,1,0,0,1,1,1
517,MS,F,17,R,GT3,T,2,2,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5,9,9,9,1,0,1,1,0,3,4,3,0,1,0,0,1,0,0,0,1,1
518,MS,F,16,U,LE3,T,4,4,services,services,other,father,2,1,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1,11,11,11,1,0,0,0,0,2,2,3,1,1,0,1,1,0,0,1,1,1
519,MS,M,17,U,GT3,T,3,3,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,7,10,9,1,1,0,1,0,2,2,0,0,1,0,1,0,0,0,0,1,1
520,MS,M,17,U,GT3,T,1,1,at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,10,10,10,1,1,0,1,0,3,2,3,0,1,1,1,1,0,0,0,0,1
521,MS,M,16,U,GT3,T,2,1,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2,9,7,8,1,1,0,1,0,1,2,3,0,1,1,1,1,1,0,0,0,1
522,MS,F,16,U,LE3,T,2,1,other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0,14,15,16,1,0,0,0,0,4,2,3,0,1,1,1,1,0,0,0,0,1
523,MS,M,16,U,LE3,T,4,4,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0,11,12,12,1,1,0,0,0,0,1,3,1,1,0,1,1,0,0,0,1,1
524,MS,M,15,R,GT3,T,1,2,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,9,11,10,1,1,1,1,0,4,2,2,0,1,0,1,0,0,0,1,1,1
525,MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,13,14,14,1,1,0,0,1,4,4,1,0,1,0,1,0,0,0,1,1,1
526,MS,M,15,U,LE3,A,2,1,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11,12,13,12,1,1,0,0,1,2,2,2,0,1,1,1,0,0,0,0,1,1
527,MS,F,16,R,LE3,T,2,2,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2,11,11,11,1,0,1,0,0,4,4,2,0,1,0,1,1,1,0,1,0,1
528,MS,F,16,U,LE3,T,4,1,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,9,10,10,1,0,0,0,0,4,4,0,0,1,0,1,0,0,0,0,1,1
529,MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,5,9,11,11,1,0,0,1,0,3,4,0,0,1,1,1,1,0,0,1,0,1
530,MS,F,17,R,GT3,T,2,2,other,other,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,11,9,11,1,0,1,1,0,4,4,3,0,0,1,0,1,0,0,1,1,1
531,MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,10,11,12,1,0,0,1,0,0,2,2,0,1,0,1,1,0,0,0,0,1
532,MS,M,17,R,GT3,T,4,4,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,9,9,8,1,1,1,1,0,1,4,2,1,1,1,1,0,0,0,0,0,1
533,MS,M,17,R,LE3,T,1,3,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,12,11,12,1,1,1,0,0,4,4,2,1,1,1,1,0,0,0,1,0,1
534,MS,M,17,U,GT3,T,3,4,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,8,9,8,1,1,0,1,0,2,4,3,0,1,0,1,0,1,0,0,0,1
535,MS,F,17,U,GT3,T,4,4,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,13,15,16,1,0,0,1,0,1,1,2,1,1,0,1,1,0,0,0,1,1
536,MS,M,16,R,LE3,T,4,1,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,10,11,11,1,1,1,0,0,4,3,3,1,1,1,1,1,0,0,0,1,1
537,MS,F,17,U,GT3,A,1,1,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,11,10,11,1,0,0,1,1,3,3,3,0,1,1,1,0,0,0,0,0,1
538,MS,F,17,R,GT3,T,4,2,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,17,18,18,1,0,1,1,0,4,4,2,0,0,0,1,1,1,0,0,1,1
539,MS,M,16,U,LE3,A,2,2,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0,12,13,13,1,1,0,0,1,4,2,2,1,1,0,1,1,1,0,0,0,1
540,MS,M,17,U,GT3,T,3,2,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,13,14,13,1,1,0,1,0,4,4,3,1,1,0,0,1,0,0,0,1,1
541,MS,M,19,U,GT3,T,1,1,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,9,9,10,1,1,0,1,0,4,4,3,0,1,0,1,0,0,1,0,1,1
542,MS,M,17,U,LE3,A,1,0,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,4,11,11,12,1,1,0,0,1,4,4,0,0,1,1,1,1,0,0,1,0,1
543,MS,F,17,R,GT3,T,1,1,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,10,11,10,1,0,1,1,0,3,3,2,1,1,0,1,0,0,1,0,0,1
544,MS,F,16,R,GT3,T,1,2,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5,13,14,13,1,0,1,1,0,4,4,0,1,0,0,1,1,1,0,0,0,1
545,MS,M,16,R,LE3,T,1,2,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,4,9,10,11,1,1,1,0,0,4,3,2,0,1,1,1,1,0,0,1,1,1
546,MS,F,17,R,GT3,T,3,1,other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,7,9,10,1,0,1,1,0,4,4,2,0,1,0,1,0,1,0,0,0,1
547,MS,M,17,R,GT3,T,2,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,8,13,10,1,1,1,1,0,4,4,2,0,1,1,1,0,0,1,1,0,1
548,MS,M,18,R,GT3,T,1,0,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0,12,12,13,1,1,1,1,0,3,3,2,2,0,0,1,1,0,0,1,1,1
549,MS,M,17,R,GT3,T,1,1,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0,10,9,10,1,1,1,1,0,4,2,2,0,1,0,1,0,1,0,0,0,1
550,MS,M,18,U,LE3,T,1,1,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6,10,9,10,1,1,0,0,0,3,3,2,0,1,0,1,0,0,0,1,1,1
551,MS,F,16,R,LE3,T,2,2,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,11,13,12,1,0,1,0,0,4,2,2,1,1,1,1,0,0,0,1,0,1
552,MS,M,17,U,GT3,T,2,2,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,5,0,7,0,0,1,1,0,1,0,4,4,2,0,1,1,1,0,0,0,1,0,1
553,MS,M,16,R,GT3,T,3,2,services,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,2,11,9,10,1,1,1,1,0,2,4,2,1,1,1,1,1,0,0,0,1,1
554,MS,M,16,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,10,10,9,1,1,1,0,0,3,4,2,0,1,1,1,0,0,0,0,1,1
555,MS,M,18,R,GT3,T,1,1,services,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,2,9,7,9,1,1,1,1,0,2,4,2,2,1,0,1,1,0,1,0,0,1
556,MS,M,18,R,GT3,T,3,2,services,other,course,mother,1,1,1,no,no,no,no,yes,no,yes,no,2,3,1,2,2,5,0,4,0,0,1,1,1,1,0,2,4,2,0,1,1,1,1,0,1,0,1,1
557,MS,M,19,U,GT3,T,3,2,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,4,6,11,9,1,1,0,1,0,3,2,2,0,1,1,1,0,0,0,1,1,1
558,MS,M,18,U,GT3,T,3,3,at_home,at_home,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,9,4,8,8,1,1,0,1,0,3,3,2,0,1,0,1,0,0,1,0,1,1
559,MS,M,16,R,GT3,T,2,2,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,7,8,8,1,1,1,1,0,2,2,2,0,1,0,1,0,0,0,0,0,1
560,MS,M,19,U,GT3,T,2,1,at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4,8,9,9,1,1,0,1,0,3,4,2,2,1,1,1,0,1,1,0,0,1
561,MS,F,16,U,GT3,A,3,2,services,at_home,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,8,5,5,7,1,0,0,1,1,2,3,2,0,1,0,1,0,0,0,1,0,1
562,MS,F,17,U,GT3,T,1,1,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,9,7,9,10,1,0,0,1,0,4,3,2,0,1,0,1,0,0,0,1,1,1
563,MS,M,20,R,GT3,T,1,1,other,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,4,4,3,2,4,4,12,8,11,10,1,1,1,1,0,4,4,2,2,1,0,1,1,0,1,0,0,1
564,MS,F,18,R,GT3,A,4,3,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,8,10,11,10,1,0,1,1,1,2,2,2,0,1,0,1,1,0,0,0,1,1
565,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,8,9,10,11,1,1,1,1,0,4,4,2,0,1,0,1,1,1,0,0,1,2
566,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,1,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,10,9,11,1,1,1,1,0,4,2,0,2,1,1,1,1,0,0,0,1,2
567,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,4,8,9,10,1,1,0,1,0,1,4,2,0,1,0,1,1,0,0,0,1,2
568,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,0,9,10,9,1,1,0,0,0,3,2,2,0,1,1,1,1,0,1,0,0,2
569,MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,9,10,1,1,1,1,0,4,4,0,2,1,0,1,1,0,0,0,1,2
570,MS,F,18,U,GT3,A,1,2,at_home,other,course,mother,2,2,2,no,yes,no,no,yes,yes,no,no,4,3,3,1,1,5,2,6,8,8,1,0,0,1,1,3,4,2,0,1,0,1,1,0,0,1,1,1
571,MS,F,19,U,LE3,A,1,1,at_home,other,course,mother,1,1,0,no,yes,no,no,yes,no,no,no,1,4,4,1,1,5,0,6,8,7,1,0,0,0,1,3,4,2,0,1,0,1,1,0,1,1,1,1
572,MS,F,18,R,GT3,T,2,2,other,other,other,mother,2,1,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,3,0,8,6,0,1,0,1,1,0,4,4,3,0,1,1,1,1,0,1,0,0,1
573,MS,F,17,R,GT3,T,0,0,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11,1,0,1,1,0,3,4,2,0,1,0,1,1,0,0,0,1,1
574,MS,F,17,R,LE3,A,3,1,other,at_home,course,other,2,3,0,no,yes,yes,no,yes,no,no,no,4,2,3,2,2,3,5,8,7,8,1,0,1,0,1,4,3,2,2,1,0,0,1,0,1,1,1,1
575,MS,F,17,U,GT3,T,4,2,teacher,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,5,5,1,3,5,0,8,8,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,1
576,MS,F,18,R,LE3,T,2,2,services,services,course,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,2,4,3,7,6,8,1,0,1,0,0,2,2,2,0,1,0,1,0,0,0,0,1,1
577,MS,F,17,U,GT3,T,4,1,health,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,5,0,8,10,9,1,0,0,1,0,1,3,2,0,1,0,1,1,0,0,1,0,1
578,MS,F,17,U,LE3,T,1,2,at_home,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0,7,10,10,1,0,0,0,0,3,4,2,1,1,1,1,1,0,0,0,1,1
579,MS,F,18,U,GT3,T,1,1,other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,3,7,8,7,1,0,0,1,0,4,4,2,0,1,1,1,0,0,0,1,0,2
580,MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,12,13,14,1,0,0,1,0,2,3,1,1,1,1,1,0,1,0,0,1,1
581,MS,F,17,U,GT3,T,3,3,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,4,0,11,12,13,1,0,0,1,0,2,2,2,0,1,0,1,1,0,0,0,1,1
582,MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,4,0,12,13,14,1,0,0,0,1,3,4,1,0,1,1,1,1,0,0,0,1,1
583,MS,F,18,U,GT3,T,4,4,teacher,teacher,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,18,18,18,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1
584,MS,M,18,U,LE3,T,4,4,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,5,3,17,17,17,1,1,0,0,0,2,4,1,0,1,0,1,0,0,0,0,1,1
585,MS,F,17,U,GT3,T,4,2,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,4,0,17,18,18,1,0,0,1,0,4,4,2,0,1,0,1,1,0,0,0,1,1
586,MS,F,18,R,GT3,T,2,2,at_home,other,course,mother,3,2,1,no,no,no,yes,yes,yes,no,yes,4,3,3,1,1,4,0,9,0,0,1,0,1,1,0,3,4,2,0,1,1,1,0,0,0,1,0,1
587,MS,M,18,U,LE3,T,1,2,at_home,services,home,mother,2,1,0,no,yes,no,no,no,yes,no,no,4,1,4,5,5,1,8,10,11,11,1,1,0,0,0,3,2,0,0,1,0,1,1,1,0,1,1,1
588,MS,M,18,R,GT3,T,4,4,at_home,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,5,12,13,14,1,1,1,1,0,3,2,3,0,1,0,0,0,0,0,0,0,1
589,MS,M,17,R,GT3,T,1,1,other,services,other,father,3,1,0,no,no,no,no,no,no,no,no,4,2,3,3,4,4,4,12,13,14,1,1,1,1,0,4,2,3,1,1,1,1,1,1,1,1,1,1
590,MS,F,18,U,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,2,4,8,8,10,1,0,0,1,0,4,4,2,0,1,0,1,1,1,0,0,0,1
591,MS,F,18,U,LE3,T,2,2,services,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,4,3,0,11,12,13,1,0,0,0,0,2,2,2,1,1,1,1,1,0,0,0,0,1
592,MS,F,18,R,LE3,A,4,2,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,0,5,0,0,1,0,1,0,1,0,4,1,0,1,1,1,0,0,0,0,0,1
593,MS,F,18,U,GT3,T,1,1,at_home,services,course,mother,3,2,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,2,2,9,10,10,1,0,0,1,0,3,2,2,0,1,1,1,1,0,1,1,1,1
594,MS,F,19,U,GT3,T,1,1,at_home,services,other,father,2,1,1,no,no,no,no,yes,no,no,no,5,5,5,2,3,2,0,5,0,0,1,0,0,1,0,3,2,3,1,1,1,1,1,0,1,1,1,1
595,MS,F,17,U,GT3,T,4,2,teacher,other,course,father,2,4,0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,18,18,18,1,0,0,1,0,0,4,2,1,1,1,1,1,0,0,0,0,1
596,MS,F,17,R,LE3,A,2,1,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,5,11,11,12,1,0,1,0,1,2,4,1,0,1,1,1,0,0,0,0,0,1
597,MS,F,18,U,LE3,A,1,1,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,2,8,10,11,1,0,0,0,1,3,2,2,0,1,1,1,1,0,0,1,0,1
598,MS,F,18,U,GT3,T,1,2,at_home,at_home,course,father,2,2,0,no,yes,no,no,yes,no,no,no,4,1,1,1,1,4,0,11,11,12,1,0,0,1,0,3,3,2,1,1,0,1,1,0,1,1,1,1
599,MS,F,19,R,GT3,A,1,1,at_home,at_home,course,other,2,2,3,no,yes,no,yes,yes,no,no,yes,3,5,4,1,4,1,0,8,0,0,1,0,1,1,1,3,3,2,2,1,0,1,0,0,1,1,0,1
600,MS,F,18,R,GT3,T,2,2,services,other,home,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,4,5,14,14,15,1,0,1,1,0,2,4,0,0,1,1,1,1,0,0,0,0,1
601,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,10,11,11,1,1,1,1,0,2,4,0,0,1,0,0,0,1,0,0,0,2
602,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,10,10,1,0,0,1,0,2,2,2,1,1,0,1,1,0,0,1,0,2
603,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2,12,12,12,1,0,1,1,0,0,2,3,1,1,0,0,0,0,0,0,1,2
604,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,15,14,15,1,0,0,0,1,2,4,1,0,1,1,1,1,0,0,1,0,2
